emoji,name,url,filename
😀,grinning face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face_1f600.png,data/grinning face.png
😁,beaming face with smiling eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/beaming-face-with-smiling-eyes_1f601.png,data/beaming face with smiling eyes.png
😂,face with tears of joy,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-tears-of-joy_1f602.png,data/face with tears of joy.png
🤣,rolling on the floor laughing,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rolling-on-the-floor-laughing_1f923.png,data/rolling on the floor laughing.png
😃,grinning face with big eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-big-eyes_1f603.png,data/grinning face with big eyes.png
😄,grinning face with smiling eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-smiling-eyes_1f604.png,data/grinning face with smiling eyes.png
😅,grinning face with sweat,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-face-with-sweat_1f605.png,data/grinning face with sweat.png
😆,grinning squinting face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-squinting-face_1f606.png,data/grinning squinting face.png
😉,winking face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/winking-face_1f609.png,data/winking face.png
😊,smiling face with smiling eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face-with-smiling-eyes_1f60a.png,data/smiling face with smiling eyes.png
😋,face savoring food,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-savoring-food_1f60b.png,data/face savoring food.png
😎,smiling face with sunglasses,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face-with-sunglasses_1f60e.png,data/smiling face with sunglasses.png
😍,smiling face with heart-eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face-with-heart-eyes_1f60d.png,data/smiling face with heart-eyes.png
😘,face blowing a kiss,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-blowing-a-kiss_1f618.png,data/face blowing a kiss.png
🥰,smiling face with 3 hearts,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face-with-hearts_1f970.png,data/smiling face with 3 hearts.png
😗,kissing face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face_1f617.png,data/kissing face.png
😙,kissing face with smiling eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face-with-smiling-eyes_1f619.png,data/kissing face with smiling eyes.png
😚,kissing face with closed eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-face-with-closed-eyes_1f61a.png,data/kissing face with closed eyes.png
☺️,smiling face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face_263a-fe0f.png,data/smiling face.png
☺,smiling face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face_263a-fe0f.png,data/smiling face.png
🙂,slightly smiling face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/slightly-smiling-face_1f642.png,data/slightly smiling face.png
🤗,hugging face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hugging-face_1f917.png,data/hugging face.png
🤩,star-struck,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/star-struck_1f929.png,data/star-struck.png
🤔,thinking face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/thinking-face_1f914.png,data/thinking face.png
🤨,face with raised eyebrow,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-raised-eyebrow_1f928.png,data/face with raised eyebrow.png
😐,neutral face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/neutral-face_1f610.png,data/neutral face.png
😑,expressionless face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/expressionless-face_1f611.png,data/expressionless face.png
😶,face without mouth,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-without-mouth_1f636.png,data/face without mouth.png
🙄,face with rolling eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-rolling-eyes_1f644.png,data/face with rolling eyes.png
😏,smirking face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smirking-face_1f60f.png,data/smirking face.png
😣,persevering face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/persevering-face_1f623.png,data/persevering face.png
😥,sad but relieved face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sad-but-relieved-face_1f625.png,data/sad but relieved face.png
😮,face with open mouth,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-open-mouth_1f62e.png,data/face with open mouth.png
🤐,zipper-mouth face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/zipper-mouth-face_1f910.png,data/zipper-mouth face.png
😯,hushed face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hushed-face_1f62f.png,data/hushed face.png
😪,sleepy face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sleepy-face_1f62a.png,data/sleepy face.png
😫,tired face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/tired-face_1f62b.png,data/tired face.png
😴,sleeping face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sleeping-face_1f634.png,data/sleeping face.png
😌,relieved face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/relieved-face_1f60c.png,data/relieved face.png
😛,face with tongue,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-tongue_1f61b.png,data/face with tongue.png
😜,winking face with tongue,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/winking-face-with-tongue_1f61c.png,data/winking face with tongue.png
😝,squinting face with tongue,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/squinting-face-with-tongue_1f61d.png,data/squinting face with tongue.png
🤤,drooling face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/drooling-face_1f924.png,data/drooling face.png
😒,unamused face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/unamused-face_1f612.png,data/unamused face.png
😓,downcast face with sweat,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/downcast-face-with-sweat_1f613.png,data/downcast face with sweat.png
😔,pensive face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pensive-face_1f614.png,data/pensive face.png
😕,confused face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/confused-face_1f615.png,data/confused face.png
🙃,upside-down face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/upside-down-face_1f643.png,data/upside-down face.png
🤑,money-mouth face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/money-mouth-face_1f911.png,data/money-mouth face.png
😲,astonished face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/astonished-face_1f632.png,data/astonished face.png
☹️,frowning face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/frowning-face_2639-fe0f.png,data/frowning face.png
☹,frowning face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/frowning-face_2639-fe0f.png,data/frowning face.png
🙁,slightly frowning face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/slightly-frowning-face_1f641.png,data/slightly frowning face.png
😖,confounded face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/confounded-face_1f616.png,data/confounded face.png
😞,disappointed face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/disappointed-face_1f61e.png,data/disappointed face.png
😟,worried face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/worried-face_1f61f.png,data/worried face.png
😤,face with steam from nose,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-steam-from-nose_1f624.png,data/face with steam from nose.png
😢,crying face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/crying-face_1f622.png,data/crying face.png
😭,loudly crying face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/loudly-crying-face_1f62d.png,data/loudly crying face.png
😦,frowning face with open mouth,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/frowning-face-with-open-mouth_1f626.png,data/frowning face with open mouth.png
😧,anguished face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/anguished-face_1f627.png,data/anguished face.png
😨,fearful face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/fearful-face_1f628.png,data/fearful face.png
😩,weary face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/weary-face_1f629.png,data/weary face.png
🤯,exploding head,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/exploding-head_1f92f.png,data/exploding head.png
😬,grimacing face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grimacing-face_1f62c.png,data/grimacing face.png
😰,anxious face with sweat,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/anxious-face-with-sweat_1f630.png,data/anxious face with sweat.png
😱,face screaming in fear,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-screaming-in-fear_1f631.png,data/face screaming in fear.png
🥵,hot face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hot-face_1f975.png,data/hot face.png
🥶,cold face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cold-face_1f976.png,data/cold face.png
😳,flushed face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flushed-face_1f633.png,data/flushed face.png
🤪,zany face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/zany-face_1f92a.png,data/zany face.png
😵,dizzy face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/dizzy-face_1f635.png,data/dizzy face.png
😡,pouting face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pouting-face_1f621.png,data/pouting face.png
😠,angry face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/angry-face_1f620.png,data/angry face.png
🤬,face with symbols on mouth,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-symbols-on-mouth_1f92c.png,data/face with symbols on mouth.png
😷,face with medical mask,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-medical-mask_1f637.png,data/face with medical mask.png
🤒,face with thermometer,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-thermometer_1f912.png,data/face with thermometer.png
🤕,face with head-bandage,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-head-bandage_1f915.png,data/face with head-bandage.png
🤢,nauseated face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nauseated-face_1f922.png,data/nauseated face.png
🤮,face vomiting,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-vomiting_1f92e.png,data/face vomiting.png
🤧,sneezing face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sneezing-face_1f927.png,data/sneezing face.png
😇,smiling face with halo,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face-with-halo_1f607.png,data/smiling face with halo.png
🤠,cowboy hat face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cowboy-hat-face_1f920.png,data/cowboy hat face.png
🥳,partying face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/partying-face_1f973.png,data/partying face.png
🥴,woozy face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woozy-face_1f974.png,data/woozy face.png
🥺,pleading face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pleading-face_1f97a.png,data/pleading face.png
🤥,lying face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/lying-face_1f925.png,data/lying face.png
🤫,shushing face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/shushing-face_1f92b.png,data/shushing face.png
🤭,face with hand over mouth,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-hand-over-mouth_1f92d.png,data/face with hand over mouth.png
🧐,face with monocle,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/face-with-monocle_1f9d0.png,data/face with monocle.png
🤓,nerd face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nerd-face_1f913.png,data/nerd face.png
😈,smiling face with horns,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-face-with-horns_1f608.png,data/smiling face with horns.png
👿,angry face with horns,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/angry-face-with-horns_1f47f.png,data/angry face with horns.png
🤡,clown face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/clown-face_1f921.png,data/clown face.png
👹,ogre,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ogre_1f479.png,data/ogre.png
👺,goblin,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/goblin_1f47a.png,data/goblin.png
💀,skull,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/skull_1f480.png,data/skull.png
☠️,skull and crossbones,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/skull-and-crossbones_2620-fe0f.png,data/skull and crossbones.png
☠,skull and crossbones,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/skull-and-crossbones_2620-fe0f.png,data/skull and crossbones.png
👻,ghost,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ghost_1f47b.png,data/ghost.png
👽,alien,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/alien_1f47d.png,data/alien.png
👾,alien monster,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/alien-monster_1f47e.png,data/alien monster.png
🤖,robot face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/robot_1f916.png,data/robot face.png
💩,pile of poo,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pile-of-poo_1f4a9.png,data/pile of poo.png
😺,grinning cat face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-cat_1f63a.png,data/grinning cat face.png
😸,grinning cat face with smiling eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-cat-with-smiling-eyes_1f638.png,data/grinning cat face with smiling eyes.png
😹,cat face with tears of joy,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cat-with-tears-of-joy_1f639.png,data/cat face with tears of joy.png
😻,smiling cat face with heart-eyes,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-cat-with-heart-eyes_1f63b.png,data/smiling cat face with heart-eyes.png
😼,cat face with wry smile,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cat-with-wry-smile_1f63c.png,data/cat face with wry smile.png
😽,kissing cat face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-cat_1f63d.png,data/kissing cat face.png
🙀,weary cat face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/weary-cat_1f640.png,data/weary cat face.png
😿,crying cat face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/crying-cat_1f63f.png,data/crying cat face.png
😾,pouting cat face,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pouting-cat_1f63e.png,data/pouting cat face.png
🙈,see-no-evil monkey,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/see-no-evil-monkey_1f648.png,data/see-no-evil monkey.png
🙉,hear-no-evil monkey,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hear-no-evil-monkey_1f649.png,data/hear-no-evil monkey.png
🙊,speak-no-evil monkey,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/speak-no-evil-monkey_1f64a.png,data/speak-no-evil monkey.png
🏻,light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/light-skin-tone_1f3fb.png,data/light skin tone.png
🏼,medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-light-skin-tone_1f3fc.png,data/medium-light skin tone.png
🏽,medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-skin-tone_1f3fd.png,data/medium skin tone.png
🏾,medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/medium-dark-skin-tone_1f3fe.png,data/medium-dark skin tone.png
🏿,dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/dark-skin-tone_1f3ff.png,data/dark skin tone.png
👶,baby,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/baby_1f476.png,data/baby.png
👶🏻,baby: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/baby_light-skin-tone_1f476-1f3fb_1f3fb.png,data/baby: light skin tone.png
👶🏼,baby: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/baby_medium-light-skin-tone_1f476-1f3fc_1f3fc.png,data/baby: medium-light skin tone.png
👶🏽,baby: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/baby_medium-skin-tone_1f476-1f3fd_1f3fd.png,data/baby: medium skin tone.png
👶🏾,baby: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/baby_medium-dark-skin-tone_1f476-1f3fe_1f3fe.png,data/baby: medium-dark skin tone.png
👶🏿,baby: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/baby_dark-skin-tone_1f476-1f3ff_1f3ff.png,data/baby: dark skin tone.png
🧒,child,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/child_1f9d2.png,data/child.png
🧒🏻,child: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/child_light-skin-tone_1f9d2-1f3fb_1f3fb.png,data/child: light skin tone.png
🧒🏼,child: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/child_medium-light-skin-tone_1f9d2-1f3fc_1f3fc.png,data/child: medium-light skin tone.png
🧒🏽,child: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/child_medium-skin-tone_1f9d2-1f3fd_1f3fd.png,data/child: medium skin tone.png
🧒🏾,child: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/child_medium-dark-skin-tone_1f9d2-1f3fe_1f3fe.png,data/child: medium-dark skin tone.png
🧒🏿,child: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/child_dark-skin-tone_1f9d2-1f3ff_1f3ff.png,data/child: dark skin tone.png
👦,boy,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/boy_1f466.png,data/boy.png
👦🏻,boy: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/boy_light-skin-tone_1f466-1f3fb_1f3fb.png,data/boy: light skin tone.png
👦🏼,boy: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/boy_medium-light-skin-tone_1f466-1f3fc_1f3fc.png,data/boy: medium-light skin tone.png
👦🏽,boy: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/boy_medium-skin-tone_1f466-1f3fd_1f3fd.png,data/boy: medium skin tone.png
👦🏾,boy: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/boy_medium-dark-skin-tone_1f466-1f3fe_1f3fe.png,data/boy: medium-dark skin tone.png
👦🏿,boy: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/boy_dark-skin-tone_1f466-1f3ff_1f3ff.png,data/boy: dark skin tone.png
👧,girl,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/girl_1f467.png,data/girl.png
👧🏻,girl: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/girl_light-skin-tone_1f467-1f3fb_1f3fb.png,data/girl: light skin tone.png
👧🏼,girl: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/girl_medium-light-skin-tone_1f467-1f3fc_1f3fc.png,data/girl: medium-light skin tone.png
👧🏽,girl: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/girl_medium-skin-tone_1f467-1f3fd_1f3fd.png,data/girl: medium skin tone.png
👧🏾,girl: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/girl_medium-dark-skin-tone_1f467-1f3fe_1f3fe.png,data/girl: medium-dark skin tone.png
👧🏿,girl: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/girl_dark-skin-tone_1f467-1f3ff_1f3ff.png,data/girl: dark skin tone.png
🧑,adult,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person_1f9d1.png,data/adult.png
🧑🏻,adult: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person_light-skin-tone_1f9d1-1f3fb_1f3fb.png,data/adult: light skin tone.png
🧑🏼,adult: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person_medium-light-skin-tone_1f9d1-1f3fc_1f3fc.png,data/adult: medium-light skin tone.png
🧑🏽,adult: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person_medium-skin-tone_1f9d1-1f3fd_1f3fd.png,data/adult: medium skin tone.png
🧑🏾,adult: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person_medium-dark-skin-tone_1f9d1-1f3fe_1f3fe.png,data/adult: medium-dark skin tone.png
🧑🏿,adult: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person_dark-skin-tone_1f9d1-1f3ff_1f3ff.png,data/adult: dark skin tone.png
👨,man,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_1f468.png,data/man.png
👨🏻,man: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_light-skin-tone_1f468-1f3fb_1f3fb.png,data/man: light skin tone.png
👨🏼,man: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_medium-light-skin-tone_1f468-1f3fc_1f3fc.png,data/man: medium-light skin tone.png
👨🏽,man: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_medium-skin-tone_1f468-1f3fd_1f3fd.png,data/man: medium skin tone.png
👨🏾,man: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_medium-dark-skin-tone_1f468-1f3fe_1f3fe.png,data/man: medium-dark skin tone.png
👨🏿,man: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man_dark-skin-tone_1f468-1f3ff_1f3ff.png,data/man: dark skin tone.png
👩,woman,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman_1f469.png,data/woman.png
👩🏻,woman: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman_light-skin-tone_1f469-1f3fb_1f3fb.png,data/woman: light skin tone.png
👩🏼,woman: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman_medium-light-skin-tone_1f469-1f3fc_1f3fc.png,data/woman: medium-light skin tone.png
👩🏽,woman: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman_medium-skin-tone_1f469-1f3fd_1f3fd.png,data/woman: medium skin tone.png
👩🏾,woman: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman_medium-dark-skin-tone_1f469-1f3fe_1f3fe.png,data/woman: medium-dark skin tone.png
👩🏿,woman: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman_dark-skin-tone_1f469-1f3ff_1f3ff.png,data/woman: dark skin tone.png
🧓,older adult,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/older-person_1f9d3.png,data/older adult.png
