emoji,name,url,filename
🧛🏻‍♂,man vampire: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-light-skin-tone_1f9db-1f3fb-200d-2642-fe0f.png,data/man vampire: light skin tone.png
🧛🏼‍♂️,man vampire: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-medium-light-skin-tone_1f9db-1f3fc-200d-2642-fe0f.png,data/man vampire: medium-light skin tone.png
🧛🏼‍♂,man vampire: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-medium-light-skin-tone_1f9db-1f3fc-200d-2642-fe0f.png,data/man vampire: medium-light skin tone.png
🧛🏽‍♂️,man vampire: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-medium-skin-tone_1f9db-1f3fd-200d-2642-fe0f.png,data/man vampire: medium skin tone.png
🧛🏽‍♂,man vampire: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-medium-skin-tone_1f9db-1f3fd-200d-2642-fe0f.png,data/man vampire: medium skin tone.png
🧛🏾‍♂️,man vampire: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-medium-dark-skin-tone_1f9db-1f3fe-200d-2642-fe0f.png,data/man vampire: medium-dark skin tone.png
🧛🏾‍♂,man vampire: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-medium-dark-skin-tone_1f9db-1f3fe-200d-2642-fe0f.png,data/man vampire: medium-dark skin tone.png
🧛🏿‍♂️,man vampire: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-dark-skin-tone_1f9db-1f3ff-200d-2642-fe0f.png,data/man vampire: dark skin tone.png
🧛🏿‍♂,man vampire: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-vampire-dark-skin-tone_1f9db-1f3ff-200d-2642-fe0f.png,data/man vampire: dark skin tone.png
🧜,merperson,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merperson_1f9dc.png,data/merperson.png
🧜🏻,merperson: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merperson_light-skin-tone_1f9dc-1f3fb_1f3fb.png,data/merperson: light skin tone.png
🧜🏼,merperson: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merperson_medium-light-skin-tone_1f9dc-1f3fc_1f3fc.png,data/merperson: medium-light skin tone.png
🧜🏽,merperson: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merperson_medium-skin-tone_1f9dc-1f3fd_1f3fd.png,data/merperson: medium skin tone.png
🧜🏾,merperson: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merperson_medium-dark-skin-tone_1f9dc-1f3fe_1f3fe.png,data/merperson: medium-dark skin tone.png
🧜🏿,merperson: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merperson_dark-skin-tone_1f9dc-1f3ff_1f3ff.png,data/merperson: dark skin tone.png
🧜‍♀️,mermaid,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid_1f9dc-200d-2640-fe0f.png,data/mermaid.png
🧜‍♀,mermaid,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid_1f9dc-200d-2640-fe0f.png,data/mermaid.png
🧜🏻‍♀️,mermaid: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-light-skin-tone_1f9dc-1f3fb-200d-2640-fe0f.png,data/mermaid: light skin tone.png
🧜🏻‍♀,mermaid: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-light-skin-tone_1f9dc-1f3fb-200d-2640-fe0f.png,data/mermaid: light skin tone.png
🧜🏼‍♀️,mermaid: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-medium-light-skin-tone_1f9dc-1f3fc-200d-2640-fe0f.png,data/mermaid: medium-light skin tone.png
🧜🏼‍♀,mermaid: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-medium-light-skin-tone_1f9dc-1f3fc-200d-2640-fe0f.png,data/mermaid: medium-light skin tone.png
🧜🏽‍♀️,mermaid: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-medium-skin-tone_1f9dc-1f3fd-200d-2640-fe0f.png,data/mermaid: medium skin tone.png
🧜🏽‍♀,mermaid: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-medium-skin-tone_1f9dc-1f3fd-200d-2640-fe0f.png,data/mermaid: medium skin tone.png
🧜🏾‍♀️,mermaid: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-medium-dark-skin-tone_1f9dc-1f3fe-200d-2640-fe0f.png,data/mermaid: medium-dark skin tone.png
🧜🏾‍♀,mermaid: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-medium-dark-skin-tone_1f9dc-1f3fe-200d-2640-fe0f.png,data/mermaid: medium-dark skin tone.png
🧜🏿‍♀️,mermaid: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-dark-skin-tone_1f9dc-1f3ff-200d-2640-fe0f.png,data/mermaid: dark skin tone.png
🧜🏿‍♀,mermaid: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mermaid-dark-skin-tone_1f9dc-1f3ff-200d-2640-fe0f.png,data/mermaid: dark skin tone.png
🧜‍♂️,merman,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman_1f9dc-200d-2642-fe0f.png,data/merman.png
🧜‍♂,merman,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman_1f9dc-200d-2642-fe0f.png,data/merman.png
🧜🏻‍♂️,merman: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-light-skin-tone_1f9dc-1f3fb-200d-2642-fe0f.png,data/merman: light skin tone.png
🧜🏻‍♂,merman: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-light-skin-tone_1f9dc-1f3fb-200d-2642-fe0f.png,data/merman: light skin tone.png
🧜🏼‍♂️,merman: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-medium-light-skin-tone_1f9dc-1f3fc-200d-2642-fe0f.png,data/merman: medium-light skin tone.png
🧜🏼‍♂,merman: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-medium-light-skin-tone_1f9dc-1f3fc-200d-2642-fe0f.png,data/merman: medium-light skin tone.png
🧜🏽‍♂️,merman: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-medium-skin-tone_1f9dc-1f3fd-200d-2642-fe0f.png,data/merman: medium skin tone.png
🧜🏽‍♂,merman: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-medium-skin-tone_1f9dc-1f3fd-200d-2642-fe0f.png,data/merman: medium skin tone.png
🧜🏾‍♂️,merman: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-medium-dark-skin-tone_1f9dc-1f3fe-200d-2642-fe0f.png,data/merman: medium-dark skin tone.png
🧜🏾‍♂,merman: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-medium-dark-skin-tone_1f9dc-1f3fe-200d-2642-fe0f.png,data/merman: medium-dark skin tone.png
🧜🏿‍♂️,merman: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-dark-skin-tone_1f9dc-1f3ff-200d-2642-fe0f.png,data/merman: dark skin tone.png
🧜🏿‍♂,merman: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/merman-dark-skin-tone_1f9dc-1f3ff-200d-2642-fe0f.png,data/merman: dark skin tone.png
🧝,elf,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/elf_1f9dd.png,data/elf.png
🧝🏻,elf: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/elf_light-skin-tone_1f9dd-1f3fb_1f3fb.png,data/elf: light skin tone.png
🧝🏼,elf: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/elf_medium-light-skin-tone_1f9dd-1f3fc_1f3fc.png,data/elf: medium-light skin tone.png
🧝🏽,elf: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/elf_medium-skin-tone_1f9dd-1f3fd_1f3fd.png,data/elf: medium skin tone.png
🧝🏾,elf: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/elf_medium-dark-skin-tone_1f9dd-1f3fe_1f3fe.png,data/elf: medium-dark skin tone.png
🧝🏿,elf: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/elf_dark-skin-tone_1f9dd-1f3ff_1f3ff.png,data/elf: dark skin tone.png
🧝‍♀️,woman elf,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf_1f9dd-200d-2640-fe0f.png,data/woman elf.png
🧝‍♀,woman elf,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf_1f9dd-200d-2640-fe0f.png,data/woman elf.png
🧝🏻‍♀️,woman elf: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-light-skin-tone_1f9dd-1f3fb-200d-2640-fe0f.png,data/woman elf: light skin tone.png
🧝🏻‍♀,woman elf: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-light-skin-tone_1f9dd-1f3fb-200d-2640-fe0f.png,data/woman elf: light skin tone.png
🧝🏼‍♀️,woman elf: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-medium-light-skin-tone_1f9dd-1f3fc-200d-2640-fe0f.png,data/woman elf: medium-light skin tone.png
🧝🏼‍♀,woman elf: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-medium-light-skin-tone_1f9dd-1f3fc-200d-2640-fe0f.png,data/woman elf: medium-light skin tone.png
🧝🏽‍♀️,woman elf: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-medium-skin-tone_1f9dd-1f3fd-200d-2640-fe0f.png,data/woman elf: medium skin tone.png
🧝🏽‍♀,woman elf: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-medium-skin-tone_1f9dd-1f3fd-200d-2640-fe0f.png,data/woman elf: medium skin tone.png
🧝🏾‍♀️,woman elf: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-medium-dark-skin-tone_1f9dd-1f3fe-200d-2640-fe0f.png,data/woman elf: medium-dark skin tone.png
🧝🏾‍♀,woman elf: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-medium-dark-skin-tone_1f9dd-1f3fe-200d-2640-fe0f.png,data/woman elf: medium-dark skin tone.png
🧝🏿‍♀️,woman elf: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-dark-skin-tone_1f9dd-1f3ff-200d-2640-fe0f.png,data/woman elf: dark skin tone.png
🧝🏿‍♀,woman elf: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-elf-dark-skin-tone_1f9dd-1f3ff-200d-2640-fe0f.png,data/woman elf: dark skin tone.png
🧝‍♂️,man elf,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf_1f9dd-200d-2642-fe0f.png,data/man elf.png
🧝‍♂,man elf,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf_1f9dd-200d-2642-fe0f.png,data/man elf.png
🧝🏻‍♂️,man elf: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-light-skin-tone_1f9dd-1f3fb-200d-2642-fe0f.png,data/man elf: light skin tone.png
🧝🏻‍♂,man elf: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-light-skin-tone_1f9dd-1f3fb-200d-2642-fe0f.png,data/man elf: light skin tone.png
🧝🏼‍♂️,man elf: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-medium-light-skin-tone_1f9dd-1f3fc-200d-2642-fe0f.png,data/man elf: medium-light skin tone.png
🧝🏼‍♂,man elf: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-medium-light-skin-tone_1f9dd-1f3fc-200d-2642-fe0f.png,data/man elf: medium-light skin tone.png
🧝🏽‍♂️,man elf: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-medium-skin-tone_1f9dd-1f3fd-200d-2642-fe0f.png,data/man elf: medium skin tone.png
🧝🏽‍♂,man elf: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-medium-skin-tone_1f9dd-1f3fd-200d-2642-fe0f.png,data/man elf: medium skin tone.png
🧝🏾‍♂️,man elf: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-medium-dark-skin-tone_1f9dd-1f3fe-200d-2642-fe0f.png,data/man elf: medium-dark skin tone.png
🧝🏾‍♂,man elf: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-medium-dark-skin-tone_1f9dd-1f3fe-200d-2642-fe0f.png,data/man elf: medium-dark skin tone.png
🧝🏿‍♂️,man elf: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-dark-skin-tone_1f9dd-1f3ff-200d-2642-fe0f.png,data/man elf: dark skin tone.png
🧝🏿‍♂,man elf: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-elf-dark-skin-tone_1f9dd-1f3ff-200d-2642-fe0f.png,data/man elf: dark skin tone.png
🧞,genie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/genie_1f9de.png,data/genie.png
🧞‍♀️,woman genie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-genie_1f9de-200d-2640-fe0f.png,data/woman genie.png
🧞‍♀,woman genie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-genie_1f9de-200d-2640-fe0f.png,data/woman genie.png
🧞‍♂️,man genie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-genie_1f9de-200d-2642-fe0f.png,data/man genie.png
🧞‍♂,man genie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-genie_1f9de-200d-2642-fe0f.png,data/man genie.png
🧟,zombie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/zombie_1f9df.png,data/zombie.png
🧟‍♀️,woman zombie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-zombie_1f9df-200d-2640-fe0f.png,data/woman zombie.png
🧟‍♀,woman zombie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-zombie_1f9df-200d-2640-fe0f.png,data/woman zombie.png
🧟‍♂️,man zombie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-zombie_1f9df-200d-2642-fe0f.png,data/man zombie.png
🧟‍♂,man zombie,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-zombie_1f9df-200d-2642-fe0f.png,data/man zombie.png
🙍,person frowning,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-frowning_1f64d.png,data/person frowning.png
🙍🏻,person frowning: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-frowning_light-skin-tone_1f64d-1f3fb_1f3fb.png,data/person frowning: light skin tone.png
🙍🏼,person frowning: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-frowning_medium-light-skin-tone_1f64d-1f3fc_1f3fc.png,data/person frowning: medium-light skin tone.png
🙍🏽,person frowning: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-frowning_medium-skin-tone_1f64d-1f3fd_1f3fd.png,data/person frowning: medium skin tone.png
🙍🏾,person frowning: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-frowning_medium-dark-skin-tone_1f64d-1f3fe_1f3fe.png,data/person frowning: medium-dark skin tone.png
🙍🏿,person frowning: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-frowning_dark-skin-tone_1f64d-1f3ff_1f3ff.png,data/person frowning: dark skin tone.png
🙍‍♂️,man frowning,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning_1f64d-200d-2642-fe0f.png,data/man frowning.png
🙍‍♂,man frowning,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning_1f64d-200d-2642-fe0f.png,data/man frowning.png
🙍🏻‍♂️,man frowning: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-light-skin-tone_1f64d-1f3fb-200d-2642-fe0f.png,data/man frowning: light skin tone.png
🙍🏻‍♂,man frowning: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-light-skin-tone_1f64d-1f3fb-200d-2642-fe0f.png,data/man frowning: light skin tone.png
🙍🏼‍♂️,man frowning: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-medium-light-skin-tone_1f64d-1f3fc-200d-2642-fe0f.png,data/man frowning: medium-light skin tone.png
🙍🏼‍♂,man frowning: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-medium-light-skin-tone_1f64d-1f3fc-200d-2642-fe0f.png,data/man frowning: medium-light skin tone.png
🙍🏽‍♂️,man frowning: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-medium-skin-tone_1f64d-1f3fd-200d-2642-fe0f.png,data/man frowning: medium skin tone.png
🙍🏽‍♂,man frowning: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-medium-skin-tone_1f64d-1f3fd-200d-2642-fe0f.png,data/man frowning: medium skin tone.png
🙍🏾‍♂️,man frowning: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-medium-dark-skin-tone_1f64d-1f3fe-200d-2642-fe0f.png,data/man frowning: medium-dark skin tone.png
🙍🏾‍♂,man frowning: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-medium-dark-skin-tone_1f64d-1f3fe-200d-2642-fe0f.png,data/man frowning: medium-dark skin tone.png
🙍🏿‍♂️,man frowning: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-dark-skin-tone_1f64d-1f3ff-200d-2642-fe0f.png,data/man frowning: dark skin tone.png
🙍🏿‍♂,man frowning: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-frowning-dark-skin-tone_1f64d-1f3ff-200d-2642-fe0f.png,data/man frowning: dark skin tone.png
🙍‍♀️,woman frowning,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning_1f64d-200d-2640-fe0f.png,data/woman frowning.png
🙍‍♀,woman frowning,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning_1f64d-200d-2640-fe0f.png,data/woman frowning.png
🙍🏻‍♀️,woman frowning: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-light-skin-tone_1f64d-1f3fb-200d-2640-fe0f.png,data/woman frowning: light skin tone.png
🙍🏻‍♀,woman frowning: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-light-skin-tone_1f64d-1f3fb-200d-2640-fe0f.png,data/woman frowning: light skin tone.png
🙍🏼‍♀️,woman frowning: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-light-skin-tone_1f64d-1f3fc-200d-2640-fe0f.png,data/woman frowning: medium-light skin tone.png
🙍🏼‍♀,woman frowning: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-light-skin-tone_1f64d-1f3fc-200d-2640-fe0f.png,data/woman frowning: medium-light skin tone.png
🙍🏽‍♀️,woman frowning: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-skin-tone_1f64d-1f3fd-200d-2640-fe0f.png,data/woman frowning: medium skin tone.png
🙍🏽‍♀,woman frowning: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-skin-tone_1f64d-1f3fd-200d-2640-fe0f.png,data/woman frowning: medium skin tone.png
🙍🏾‍♀️,woman frowning: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-dark-skin-tone_1f64d-1f3fe-200d-2640-fe0f.png,data/woman frowning: medium-dark skin tone.png
🙍🏾‍♀,woman frowning: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-medium-dark-skin-tone_1f64d-1f3fe-200d-2640-fe0f.png,data/woman frowning: medium-dark skin tone.png
🙍🏿‍♀️,woman frowning: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-dark-skin-tone_1f64d-1f3ff-200d-2640-fe0f.png,data/woman frowning: dark skin tone.png
🙍🏿‍♀,woman frowning: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-frowning-dark-skin-tone_1f64d-1f3ff-200d-2640-fe0f.png,data/woman frowning: dark skin tone.png
🙎,person pouting,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_1f64e.png,data/person pouting.png
🙎🏻,person pouting: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_light-skin-tone_1f64e-1f3fb_1f3fb.png,data/person pouting: light skin tone.png
🙎🏼,person pouting: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_medium-light-skin-tone_1f64e-1f3fc_1f3fc.png,data/person pouting: medium-light skin tone.png
🙎🏽,person pouting: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_medium-skin-tone_1f64e-1f3fd_1f3fd.png,data/person pouting: medium skin tone.png
🙎🏾,person pouting: medium-dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_medium-dark-skin-tone_1f64e-1f3fe_1f3fe.png,data/person pouting: medium-dark skin tone.png
🙎🏿,person pouting: dark skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-pouting_dark-skin-tone_1f64e-1f3ff_1f3ff.png,data/person pouting: dark skin tone.png
🙎‍♂️,man pouting,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting_1f64e-200d-2642-fe0f.png,data/man pouting.png
🙎‍♂,man pouting,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting_1f64e-200d-2642-fe0f.png,data/man pouting.png
🙎🏻‍♂️,man pouting: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-light-skin-tone_1f64e-1f3fb-200d-2642-fe0f.png,data/man pouting: light skin tone.png
🙎🏻‍♂,man pouting: light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-light-skin-tone_1f64e-1f3fb-200d-2642-fe0f.png,data/man pouting: light skin tone.png
🙎🏼‍♂️,man pouting: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-light-skin-tone_1f64e-1f3fc-200d-2642-fe0f.png,data/man pouting: medium-light skin tone.png
🙎🏼‍♂,man pouting: medium-light skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-light-skin-tone_1f64e-1f3fc-200d-2642-fe0f.png,data/man pouting: medium-light skin tone.png
🙎🏽‍♂️,man pouting: medium skin tone,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-pouting-medium-skin-tone_1f64e-1f3fd-200d-2642-fe0f.png,data/man pouting: medium skin tone.png
